chem_index	gene_index	chemName	geneid
291	412	Arsenic Trioxide	5743
394	412	lead nitrate	5743
543	412	2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one	5743
590	412	sodium arsenite	5743
37	413	Cadmium Chloride	2309
37	414	Cadmium Chloride	5594
39	414	Cadmium	5594
55	414	Tetrachlorodibenzodioxin	5594
291	414	Arsenic Trioxide	5594
319	414	4-(6-bromo-1,3-benzodioxol-5-yl)-3a,4,5,9b-3H-cyclopenta(c)quinoline	5594
338	414	Benzo(a)pyrene	5594
543	414	2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one	5594
590	414	sodium arsenite	5594
437	416	2,5,7,8-tetramethyl-2R-(4R,8R,12-trimethyltridecyl)chroman-6-yloxy acetic acid	10413
91	420	methylselenic acid	3309
39	425	Cadmium	4318
291	425	Arsenic Trioxide	4318
467	425	FSL-1 lipoprotein, synthetic	4318
543	425	2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one	4318
590	425	sodium arsenite	4318
291	429	Arsenic Trioxide	8795
20	430	benzyloxycarbonyl-leucyl-glutamyl-histidyl-aspartic acid fluoromethyl ketone	842
291	430	Arsenic Trioxide	842
55	431	Tetrachlorodibenzodioxin	672
338	431	Benzo(a)pyrene	672
54	438	deoxynivalenol	467
37	444	Cadmium Chloride	1956
71	444	Asbestos, Crocidolite	1956
291	444	Arsenic Trioxide	1956
440	444	Erlotinib Hydrochloride	1956
590	444	sodium arsenite	1956
55	450	Tetrachlorodibenzodioxin	1545
338	450	Benzo(a)pyrene	1545
535	450	9,10-Dimethyl-1,2-benzanthracene	1545
271	454	8-Bromo Cyclic Adenosine Monophosphate	5617
590	455	sodium arsenite	3383
37	456	Cadmium Chloride	3553
55	456	Tetrachlorodibenzodioxin	3553
71	456	Asbestos, Crocidolite	3553
159	456	tert-Butylhydroperoxide	3553
223	456	diphenyleneiodonium	3553
328	456	Oligomycins	3553
338	456	Benzo(a)pyrene	3553
369	456	Silicon Dioxide	3553
452	456	Calcimycin	3553
543	456	2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one	3553
556	456	tyrosyl-valyl-alanyl-aspartic acid fluoromethyl ketone	3553
590	456	sodium arsenite	3553
57	457	benzyloxycarbonyl-valyl-alanyl-aspartic acid	142
291	457	Arsenic Trioxide	142
457	457	arsenite	142
495	457	3-methyladenine	142
590	457	sodium arsenite	142
55	458	Tetrachlorodibenzodioxin	5055
0	460	Hemin	3145
4	462	Paraquat	6622
291	472	Arsenic Trioxide	581
590	472	sodium arsenite	581
335	473	ethyl (5-(diethylglycyl)-10,11-dihydro-5H-dibenzo(b,f)azepin-3-yl)carbamate	9970
4	476	Paraquat	5447
41	476	Diquat	5447
257	494	Vincristine	4363
529	494	verlukast	4363
55	497	Tetrachlorodibenzodioxin	1543
56	497	3,4,5,3',4'-pentachlorobiphenyl	1543
153	497	Methylcholanthrene	1543
180	497	3'-methoxy-4'-nitroflavone	1543
181	497	2-methyl-2H-pyrazole-3-carboxylic acid (2-methyl-4-o-tolylazophenyl)amide	1543
281	497	6-formylindolo(3,2-b)carbazole	1543
338	497	Benzo(a)pyrene	1543
513	497	benz(a)anthracene	1543
535	497	9,10-Dimethyl-1,2-benzanthracene	1543
583	497	benzo(k)fluoranthene	1543
590	497	sodium arsenite	1543
104	504	Phenylmercuric Acetate	9241
233	504	mercuric bromide	9241
306	504	methylmercuric chloride	9241
360	504	p-Chloromercuribenzoic Acid	9241
493	504	Mercuric Chloride	9241
291	511	Arsenic Trioxide	5599
199	512	lithocholic acid acetate	3172
228	512	Rifampin	3172
37	518	Cadmium Chloride	3725
291	518	Arsenic Trioxide	3725
590	518	sodium arsenite	3725
590	520	sodium arsenite	2002
291	522	Arsenic Trioxide	1432
203	526	Thallium	3757
291	526	Arsenic Trioxide	3757
237	532	Poly I-C	7098
338	533	Benzo(a)pyrene	3479
590	534	sodium arsenite	1977
545	535	Lead	351
56	536	3,4,5,3',4'-pentachlorobiphenyl	5315
291	540	Arsenic Trioxide	4313
55	541	Tetrachlorodibenzodioxin	7422
81	541	cobaltous chloride	7422
141	541	Nickel	7422
543	541	2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one	7422
590	541	sodium arsenite	7422
4	547	Paraquat	847
590	547	sodium arsenite	847
81	549	cobaltous chloride	2056
291	558	Arsenic Trioxide	9817
457	558	arsenite	9817
291	565	Arsenic Trioxide	366
57	572	benzyloxycarbonyl-valyl-alanyl-aspartic acid	8743
126	572	auriculasin	8743
291	572	Arsenic Trioxide	8743
590	590	sodium arsenite	654
199	591	lithocholic acid acetate	1591
212	592	epicatechin gallate	406
375	592	gallocatechol	406
291	596	Arsenic Trioxide	4170
291	598	Arsenic Trioxide	598
291	606	Arsenic Trioxide	7015
291	624	Arsenic Trioxide	5601
37	625	Cadmium Chloride	7494
590	625	sodium arsenite	7494
0	628	Hemin	3043
131	632	Butyrates	6566
195	634	Benzene	1571
231	634	Dimethylnitrosamine	1571
533	634	Styrene	1571
55	646	Tetrachlorodibenzodioxin	1728
242	646	2,6-Dichloroindophenol	1728
338	646	Benzo(a)pyrene	1728
4	647	Paraquat	6647
291	649	Arsenic Trioxide	5970
457	649	arsenite	5970
538	649	zerumbone	5970
554	649	Hyaluronic Acid	5970
559	649	benzyloxycarbonylleucyl-leucyl-leucine aldehyde	5970
590	649	sodium arsenite	5970
55	651	Tetrachlorodibenzodioxin	7031
55	652	Tetrachlorodibenzodioxin	3169
252	654	Atorvastatin	387
199	665	lithocholic acid acetate	1581
271	666	8-Bromo Cyclic Adenosine Monophosphate	3484
291	667	Arsenic Trioxide	1649
495	669	3-methyladenine	8678
548	670	1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane	2561
291	675	Arsenic Trioxide	7050
545	676	Lead	210
291	687	Arsenic Trioxide	637
445	689	Raloxifene Hydrochloride	2100
291	690	Arsenic Trioxide	5371
228	694	Rifampin	10599
252	694	Atorvastatin	10599
237	697	Poly I-C	3565
244	697	Itraconazole	3565
452	697	Calcimycin	3565
540	697	Ketoconazole	3565
291	698	Arsenic Trioxide	8878
590	698	sodium arsenite	8878
548	700	1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane	2566
81	704	cobaltous chloride	2034
11	706	Hexachlorobenzene	196
14	706	fluoranthene	196
26	706	pyrene	196
55	706	Tetrachlorodibenzodioxin	196
56	706	3,4,5,3',4'-pentachlorobiphenyl	196
153	706	Methylcholanthrene	196
281	706	6-formylindolo(3,2-b)carbazole	196
338	706	Benzo(a)pyrene	196
513	706	benz(a)anthracene	196
583	706	benzo(k)fluoranthene	196
557	708	Methylnitronitrosoguanidine	1871
429	717	Arsenic	57412
457	717	arsenite	57412
81	718	cobaltous chloride	1906
167	718	BQ 788	1906
37	723	Cadmium Chloride	114548
37	725	Cadmium Chloride	7157
55	725	Tetrachlorodibenzodioxin	7157
81	725	cobaltous chloride	7157
190	725	leptomycin B	7157
291	725	Arsenic Trioxide	7157
338	725	Benzo(a)pyrene	7157
408	725	chromium hexavalent ion	7157
429	725	Arsenic	7157
457	725	arsenite	7157
472	725	fatostatin	7157
500	725	Aflatoxin B1	7157
552	725	1-nitropyrene	7157
568	725	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	7157
590	725	sodium arsenite	7157
292	726	Sodium Selenite	7296
449	737	oridonin	6774
590	737	sodium arsenite	6774
55	739	Tetrachlorodibenzodioxin	7040
100	739	melamine	7040
291	739	Arsenic Trioxide	7040
333	739	1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole	7040
369	739	Silicon Dioxide	7040
337	741	glycylsarcosine	6564
437	743	2,5,7,8-tetramethyl-2R-(4R,8R,12-trimethyltridecyl)chroman-6-yloxy acetic acid	7161
415	752	4-(4-(dimethylamino)styryl)-1-methylpyridinium iodide	6581
455	755	aldosterone 18-glucuronide	7364
554	768	Hyaluronic Acid	960
590	769	sodium arsenite	3276
333	773	1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole	2488
543	774	2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one	5604
291	775	Arsenic Trioxide	332
228	777	Rifampin	1576
245	777	4-hydroxymidazolam	1576
277	777	7-benzyloxy-4-trifluoromethylcoumarin	1576
500	777	Aflatoxin B1	1576
540	777	Ketoconazole	1576
562	777	Endosulfan	1576
55	786	Tetrachlorodibenzodioxin	3569
369	786	Silicon Dioxide	3569
452	786	Calcimycin	3569
543	786	2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one	3569
585	786	Mustard Gas	3569
590	786	sodium arsenite	3569
291	791	Arsenic Trioxide	4792
