chem_index	gene_index	chemName	geneid
225	81	butyraldehyde	4780
247	81	dicrotophos	4780
433	81	potassium chromate(VI)	4780
568	81	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	4780
55	85	Tetrachlorodibenzodioxin	6582
58	85	Methyl Methanesulfonate	6582
81	85	cobaltous chloride	6582
104	85	Phenylmercuric Acetate	6582
112	85	tris(1,3-dichloro-2-propyl)phosphate	6582
141	85	Nickel	6582
218	85	ICG 001	6582
225	85	butyraldehyde	6582
247	85	dicrotophos	6582
291	85	Arsenic Trioxide	6582
306	85	methylmercuric chloride	6582
369	85	Silicon Dioxide	6582
429	85	Arsenic	6582
433	85	potassium chromate(VI)	6582
545	85	Lead	6582
568	85	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6582
590	85	sodium arsenite	6582
58	94	Methyl Methanesulfonate	1544
81	94	cobaltous chloride	1544
104	94	Phenylmercuric Acetate	1544
112	94	tris(1,3-dichloro-2-propyl)phosphate	1544
218	94	ICG 001	1544
225	94	butyraldehyde	1544
291	94	Arsenic Trioxide	1544
306	94	methylmercuric chloride	1544
429	94	Arsenic	1544
433	94	potassium chromate(VI)	1544
545	94	Lead	1544
568	94	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1544
58	97	Methyl Methanesulfonate	356
104	97	Phenylmercuric Acetate	356
112	97	tris(1,3-dichloro-2-propyl)phosphate	356
218	97	ICG 001	356
225	97	butyraldehyde	356
247	97	dicrotophos	356
306	97	methylmercuric chloride	356
369	97	Silicon Dioxide	356
433	97	potassium chromate(VI)	356
500	97	Aflatoxin B1	356
545	97	Lead	356
568	97	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	356
104	103	Phenylmercuric Acetate	2932
112	103	tris(1,3-dichloro-2-propyl)phosphate	2932
141	103	Nickel	2932
218	103	ICG 001	2932
225	103	butyraldehyde	2932
247	103	dicrotophos	2932
588	103	abrine	2932
58	105	Methyl Methanesulfonate	8290
81	105	cobaltous chloride	8290
104	105	Phenylmercuric Acetate	8290
112	105	tris(1,3-dichloro-2-propyl)phosphate	8290
218	105	ICG 001	8290
225	105	butyraldehyde	8290
247	105	dicrotophos	8290
306	105	methylmercuric chloride	8290
545	105	Lead	8290
568	105	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	8290
588	105	abrine	8290
55	111	Tetrachlorodibenzodioxin	4648
58	111	Methyl Methanesulfonate	4648
81	111	cobaltous chloride	4648
104	111	Phenylmercuric Acetate	4648
112	111	tris(1,3-dichloro-2-propyl)phosphate	4648
141	111	Nickel	4648
218	111	ICG 001	4648
247	111	dicrotophos	4648
291	111	Arsenic Trioxide	4648
306	111	methylmercuric chloride	4648
369	111	Silicon Dioxide	4648
429	111	Arsenic	4648
433	111	potassium chromate(VI)	4648
545	111	Lead	4648
568	111	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	4648
590	111	sodium arsenite	4648
55	112	Tetrachlorodibenzodioxin	1139
58	112	Methyl Methanesulfonate	1139
81	112	cobaltous chloride	1139
104	112	Phenylmercuric Acetate	1139
141	112	Nickel	1139
218	112	ICG 001	1139
247	112	dicrotophos	1139
291	112	Arsenic Trioxide	1139
306	112	methylmercuric chloride	1139
338	112	Benzo(a)pyrene	1139
369	112	Silicon Dioxide	1139
429	112	Arsenic	1139
433	112	potassium chromate(VI)	1139
545	112	Lead	1139
568	112	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1139
588	112	abrine	1139
55	117	Tetrachlorodibenzodioxin	406947
58	117	Methyl Methanesulfonate	406947
81	117	cobaltous chloride	406947
104	117	Phenylmercuric Acetate	406947
112	117	tris(1,3-dichloro-2-propyl)phosphate	406947
141	117	Nickel	406947
218	117	ICG 001	406947
225	117	butyraldehyde	406947
247	117	dicrotophos	406947
306	117	methylmercuric chloride	406947
338	117	Benzo(a)pyrene	406947
369	117	Silicon Dioxide	406947
429	117	Arsenic	406947
433	117	potassium chromate(VI)	406947
500	117	Aflatoxin B1	406947
545	117	Lead	406947
588	117	abrine	406947
58	120	Methyl Methanesulfonate	9429
112	120	tris(1,3-dichloro-2-propyl)phosphate	9429
141	120	Nickel	9429
218	120	ICG 001	9429
225	120	butyraldehyde	9429
247	120	dicrotophos	9429
429	120	Arsenic	9429
433	120	potassium chromate(VI)	9429
545	120	Lead	9429
55	121	Tetrachlorodibenzodioxin	145837
58	121	Methyl Methanesulfonate	145837
81	121	cobaltous chloride	145837
104	121	Phenylmercuric Acetate	145837
112	121	tris(1,3-dichloro-2-propyl)phosphate	145837
218	121	ICG 001	145837
247	121	dicrotophos	145837
291	121	Arsenic Trioxide	145837
306	121	methylmercuric chloride	145837
338	121	Benzo(a)pyrene	145837
369	121	Silicon Dioxide	145837
429	121	Arsenic	145837
433	121	potassium chromate(VI)	145837
545	121	Lead	145837
568	121	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	145837
588	121	abrine	145837
590	121	sodium arsenite	145837
55	132	Tetrachlorodibenzodioxin	26822
58	132	Methyl Methanesulfonate	26822
81	132	cobaltous chloride	26822
104	132	Phenylmercuric Acetate	26822
112	132	tris(1,3-dichloro-2-propyl)phosphate	26822
141	132	Nickel	26822
218	132	ICG 001	26822
225	132	butyraldehyde	26822
247	132	dicrotophos	26822
291	132	Arsenic Trioxide	26822
306	132	methylmercuric chloride	26822
338	132	Benzo(a)pyrene	26822
369	132	Silicon Dioxide	26822
429	132	Arsenic	26822
433	132	potassium chromate(VI)	26822
500	132	Aflatoxin B1	26822
545	132	Lead	26822
568	132	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	26822
588	132	abrine	26822
590	132	sodium arsenite	26822
58	138	Methyl Methanesulfonate	3558
104	138	Phenylmercuric Acetate	3558
112	138	tris(1,3-dichloro-2-propyl)phosphate	3558
218	138	ICG 001	3558
225	138	butyraldehyde	3558
247	138	dicrotophos	3558
291	138	Arsenic Trioxide	3558
433	138	potassium chromate(VI)	3558
500	138	Aflatoxin B1	3558
545	138	Lead	3558
568	138	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3558
588	138	abrine	3558
58	148	Methyl Methanesulfonate	3297
104	148	Phenylmercuric Acetate	3297
141	148	Nickel	3297
218	148	ICG 001	3297
225	148	butyraldehyde	3297
306	148	methylmercuric chloride	3297
369	148	Silicon Dioxide	3297
429	148	Arsenic	3297
433	148	potassium chromate(VI)	3297
545	148	Lead	3297
568	148	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3297
55	153	Tetrachlorodibenzodioxin	1270
58	153	Methyl Methanesulfonate	1270
81	153	cobaltous chloride	1270
104	153	Phenylmercuric Acetate	1270
112	153	tris(1,3-dichloro-2-propyl)phosphate	1270
141	153	Nickel	1270
218	153	ICG 001	1270
225	153	butyraldehyde	1270
247	153	dicrotophos	1270
291	153	Arsenic Trioxide	1270
306	153	methylmercuric chloride	1270
338	153	Benzo(a)pyrene	1270
369	153	Silicon Dioxide	1270
429	153	Arsenic	1270
433	153	potassium chromate(VI)	1270
500	153	Aflatoxin B1	1270
545	153	Lead	1270
568	153	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1270
590	153	sodium arsenite	1270
58	155	Methyl Methanesulfonate	836
218	155	ICG 001	836
225	155	butyraldehyde	836
104	156	Phenylmercuric Acetate	2353
218	156	ICG 001	2353
247	156	dicrotophos	2353
55	159	Tetrachlorodibenzodioxin	10498
104	159	Phenylmercuric Acetate	10498
112	159	tris(1,3-dichloro-2-propyl)phosphate	10498
141	159	Nickel	10498
218	159	ICG 001	10498
225	159	butyraldehyde	10498
247	159	dicrotophos	10498
338	159	Benzo(a)pyrene	10498
369	159	Silicon Dioxide	10498
429	159	Arsenic	10498
433	159	potassium chromate(VI)	10498
500	159	Aflatoxin B1	10498
568	159	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	10498
588	159	abrine	10498
55	163	Tetrachlorodibenzodioxin	25
58	163	Methyl Methanesulfonate	25
81	163	cobaltous chloride	25
104	163	Phenylmercuric Acetate	25
112	163	tris(1,3-dichloro-2-propyl)phosphate	25
141	163	Nickel	25
306	163	methylmercuric chloride	25
338	163	Benzo(a)pyrene	25
369	163	Silicon Dioxide	25
429	163	Arsenic	25
433	163	potassium chromate(VI)	25
500	163	Aflatoxin B1	25
545	163	Lead	25
55	170	Tetrachlorodibenzodioxin	331
58	170	Methyl Methanesulfonate	331
81	170	cobaltous chloride	331
104	170	Phenylmercuric Acetate	331
112	170	tris(1,3-dichloro-2-propyl)phosphate	331
141	170	Nickel	331
218	170	ICG 001	331
225	170	butyraldehyde	331
247	170	dicrotophos	331
306	170	methylmercuric chloride	331
338	170	Benzo(a)pyrene	331
433	170	potassium chromate(VI)	331
545	170	Lead	331
588	170	abrine	331
58	171	Methyl Methanesulfonate	595
104	171	Phenylmercuric Acetate	595
218	171	ICG 001	595
225	171	butyraldehyde	595
247	171	dicrotophos	595
545	171	Lead	595
112	195	tris(1,3-dichloro-2-propyl)phosphate	2335
218	195	ICG 001	2335
429	195	Arsenic	2335
433	195	potassium chromate(VI)	2335
500	195	Aflatoxin B1	2335
568	195	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	2335
104	196	Phenylmercuric Acetate	3586
112	196	tris(1,3-dichloro-2-propyl)phosphate	3586
218	196	ICG 001	3586
225	196	butyraldehyde	3586
247	196	dicrotophos	3586
291	196	Arsenic Trioxide	3586
306	196	methylmercuric chloride	3586
369	196	Silicon Dioxide	3586
433	196	potassium chromate(VI)	3586
545	196	Lead	3586
568	196	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3586
588	196	abrine	3586
58	197	Methyl Methanesulfonate	2099
104	197	Phenylmercuric Acetate	2099
141	197	Nickel	2099
218	197	ICG 001	2099
225	197	butyraldehyde	2099
247	197	dicrotophos	2099
306	197	methylmercuric chloride	2099
369	197	Silicon Dioxide	2099
433	197	potassium chromate(VI)	2099
545	197	Lead	2099
568	197	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	2099
588	197	abrine	2099
58	199	Methyl Methanesulfonate	6352
81	199	cobaltous chloride	6352
104	199	Phenylmercuric Acetate	6352
112	199	tris(1,3-dichloro-2-propyl)phosphate	6352
247	199	dicrotophos	6352
291	199	Arsenic Trioxide	6352
433	199	potassium chromate(VI)	6352
500	199	Aflatoxin B1	6352
545	199	Lead	6352
568	199	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6352
58	200	Methyl Methanesulfonate	5243
104	200	Phenylmercuric Acetate	5243
218	200	ICG 001	5243
306	200	methylmercuric chloride	5243
369	200	Silicon Dioxide	5243
433	200	potassium chromate(VI)	5243
568	200	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	5243
588	200	abrine	5243
58	202	Methyl Methanesulfonate	999
112	202	tris(1,3-dichloro-2-propyl)phosphate	999
141	202	Nickel	999
247	202	dicrotophos	999
433	202	potassium chromate(VI)	999
545	202	Lead	999
568	202	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	999
55	203	Tetrachlorodibenzodioxin	64127
58	203	Methyl Methanesulfonate	64127
81	203	cobaltous chloride	64127
104	203	Phenylmercuric Acetate	64127
112	203	tris(1,3-dichloro-2-propyl)phosphate	64127
218	203	ICG 001	64127
247	203	dicrotophos	64127
291	203	Arsenic Trioxide	64127
306	203	methylmercuric chloride	64127
338	203	Benzo(a)pyrene	64127
369	203	Silicon Dioxide	64127
433	203	potassium chromate(VI)	64127
545	203	Lead	64127
568	203	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	64127
590	203	sodium arsenite	64127
55	205	Tetrachlorodibenzodioxin	406940
58	205	Methyl Methanesulfonate	406940
81	205	cobaltous chloride	406940
104	205	Phenylmercuric Acetate	406940
112	205	tris(1,3-dichloro-2-propyl)phosphate	406940
141	205	Nickel	406940
218	205	ICG 001	406940
225	205	butyraldehyde	406940
247	205	dicrotophos	406940
306	205	methylmercuric chloride	406940
338	205	Benzo(a)pyrene	406940
369	205	Silicon Dioxide	406940
433	205	potassium chromate(VI)	406940
500	205	Aflatoxin B1	406940
545	205	Lead	406940
568	205	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	406940
588	205	abrine	406940
225	207	butyraldehyde	1026
247	207	dicrotophos	1026
433	207	potassium chromate(VI)	1026
104	208	Phenylmercuric Acetate	3091
112	208	tris(1,3-dichloro-2-propyl)phosphate	3091
225	208	butyraldehyde	3091
247	208	dicrotophos	3091
306	208	methylmercuric chloride	3091
369	208	Silicon Dioxide	3091
545	208	Lead	3091
568	208	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3091
588	208	abrine	3091
58	211	Methyl Methanesulfonate	6657
112	211	tris(1,3-dichloro-2-propyl)phosphate	6657
141	211	Nickel	6657
218	211	ICG 001	6657
247	211	dicrotophos	6657
433	211	potassium chromate(VI)	6657
545	211	Lead	6657
568	211	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6657
58	224	Methyl Methanesulfonate	6256
81	224	cobaltous chloride	6256
104	224	Phenylmercuric Acetate	6256
141	224	Nickel	6256
218	224	ICG 001	6256
306	224	methylmercuric chloride	6256
369	224	Silicon Dioxide	6256
429	224	Arsenic	6256
433	224	potassium chromate(VI)	6256
545	224	Lead	6256
588	224	abrine	6256
58	226	Methyl Methanesulfonate	5595
104	226	Phenylmercuric Acetate	5595
112	226	tris(1,3-dichloro-2-propyl)phosphate	5595
225	226	butyraldehyde	5595
247	226	dicrotophos	5595
306	226	methylmercuric chloride	5595
433	226	potassium chromate(VI)	5595
588	226	abrine	5595
55	232	Tetrachlorodibenzodioxin	3458
58	232	Methyl Methanesulfonate	3458
104	232	Phenylmercuric Acetate	3458
112	232	tris(1,3-dichloro-2-propyl)phosphate	3458
218	232	ICG 001	3458
225	232	butyraldehyde	3458
247	232	dicrotophos	3458
306	232	methylmercuric chloride	3458
369	232	Silicon Dioxide	3458
433	232	potassium chromate(VI)	3458
500	232	Aflatoxin B1	3458
545	232	Lead	3458
568	232	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3458
58	244	Methyl Methanesulfonate	596
104	244	Phenylmercuric Acetate	596
218	244	ICG 001	596
433	244	potassium chromate(VI)	596
588	244	abrine	596
55	245	Tetrachlorodibenzodioxin	122706
58	245	Methyl Methanesulfonate	122706
81	245	cobaltous chloride	122706
104	245	Phenylmercuric Acetate	122706
112	245	tris(1,3-dichloro-2-propyl)phosphate	122706
141	245	Nickel	122706
218	245	ICG 001	122706
225	245	butyraldehyde	122706
247	245	dicrotophos	122706
291	245	Arsenic Trioxide	122706
306	245	methylmercuric chloride	122706
338	245	Benzo(a)pyrene	122706
369	245	Silicon Dioxide	122706
429	245	Arsenic	122706
433	245	potassium chromate(VI)	122706
500	245	Aflatoxin B1	122706
545	245	Lead	122706
568	245	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	122706
588	245	abrine	122706
590	245	sodium arsenite	122706
104	247	Phenylmercuric Acetate	6241
247	247	dicrotophos	6241
306	247	methylmercuric chloride	6241
429	247	Arsenic	6241
433	247	potassium chromate(VI)	6241
545	247	Lead	6241
55	253	Tetrachlorodibenzodioxin	652995
58	253	Methyl Methanesulfonate	652995
81	253	cobaltous chloride	652995
104	253	Phenylmercuric Acetate	652995
112	253	tris(1,3-dichloro-2-propyl)phosphate	652995
141	253	Nickel	652995
247	253	dicrotophos	652995
291	253	Arsenic Trioxide	652995
306	253	methylmercuric chloride	652995
369	253	Silicon Dioxide	652995
433	253	potassium chromate(VI)	652995
545	253	Lead	652995
568	253	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	652995
588	253	abrine	652995
218	254	ICG 001	4193
225	254	butyraldehyde	4193
247	254	dicrotophos	4193
369	254	Silicon Dioxide	4193
433	254	potassium chromate(VI)	4193
545	254	Lead	4193
588	254	abrine	4193
55	255	Tetrachlorodibenzodioxin	123775
81	255	cobaltous chloride	123775
104	255	Phenylmercuric Acetate	123775
112	255	tris(1,3-dichloro-2-propyl)phosphate	123775
141	255	Nickel	123775
218	255	ICG 001	123775
225	255	butyraldehyde	123775
247	255	dicrotophos	123775
291	255	Arsenic Trioxide	123775
306	255	methylmercuric chloride	123775
338	255	Benzo(a)pyrene	123775
