chem_index	gene_index	chemName	geneid
176	16	Tetrachlorodibenzodioxin	6582
234	16	Arsenic	6582
238	16	potassium chromate(VI)	6582
364	16	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6582
376	16	Lead	6582
385	16	sodium arsenite	6582
13	17	dicrotophos	5241
67	17	Methyl Methanesulfonate	5241
77	17	ICG 001	5241
98	17	butyraldehyde	5241
130	17	Arsenic Trioxide	5241
152	17	Phenylmercuric Acetate	5241
162	17	methylmercuric chloride	5241
172	17	Silicon Dioxide	5241
238	17	potassium chromate(VI)	5241
280	17	Aflatoxin B1	5241
364	17	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	5241
376	17	Lead	5241
384	17	abrine	5241
13	19	dicrotophos	7494
67	19	Methyl Methanesulfonate	7494
152	19	Phenylmercuric Acetate	7494
157	19	Nickel	7494
176	19	Tetrachlorodibenzodioxin	7494
234	19	Arsenic	7494
238	19	potassium chromate(VI)	7494
376	19	Lead	7494
384	19	abrine	7494
13	24	dicrotophos	3576
38	24	tris(1,3-dichloro-2-propyl)phosphate	3576
67	24	Methyl Methanesulfonate	3576
77	24	ICG 001	3576
152	24	Phenylmercuric Acetate	3576
13	25	dicrotophos	3484
67	25	Methyl Methanesulfonate	3484
77	25	ICG 001	3484
105	25	cobaltous chloride	3484
152	25	Phenylmercuric Acetate	3484
157	25	Nickel	3484
162	25	methylmercuric chloride	3484
234	25	Arsenic	3484
238	25	potassium chromate(VI)	3484
376	25	Lead	3484
384	25	abrine	3484
385	25	sodium arsenite	3484
38	30	tris(1,3-dichloro-2-propyl)phosphate	5914
67	30	Methyl Methanesulfonate	5914
77	30	ICG 001	5914
98	30	butyraldehyde	5914
152	30	Phenylmercuric Acetate	5914
157	30	Nickel	5914
162	30	methylmercuric chloride	5914
172	30	Silicon Dioxide	5914
234	30	Arsenic	5914
238	30	potassium chromate(VI)	5914
364	30	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	5914
376	30	Lead	5914
13	31	dicrotophos	351
38	31	tris(1,3-dichloro-2-propyl)phosphate	351
67	31	Methyl Methanesulfonate	351
98	31	butyraldehyde	351
152	31	Phenylmercuric Acetate	351
162	31	methylmercuric chloride	351
176	31	Tetrachlorodibenzodioxin	351
238	31	potassium chromate(VI)	351
280	31	Aflatoxin B1	351
364	31	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	351
384	31	abrine	351
13	32	dicrotophos	6564
38	32	tris(1,3-dichloro-2-propyl)phosphate	6564
67	32	Methyl Methanesulfonate	6564
77	32	ICG 001	6564
98	32	butyraldehyde	6564
105	32	cobaltous chloride	6564
152	32	Phenylmercuric Acetate	6564
157	32	Nickel	6564
162	32	methylmercuric chloride	6564
172	32	Silicon Dioxide	6564
176	32	Tetrachlorodibenzodioxin	6564
234	32	Arsenic	6564
238	32	potassium chromate(VI)	6564
364	32	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6564
376	32	Lead	6564
384	32	abrine	6564
385	32	sodium arsenite	6564
13	34	dicrotophos	3553
38	34	tris(1,3-dichloro-2-propyl)phosphate	3553
67	34	Methyl Methanesulfonate	3553
77	34	ICG 001	3553
98	34	butyraldehyde	3553
152	34	Phenylmercuric Acetate	3553
162	34	methylmercuric chloride	3553
238	34	potassium chromate(VI)	3553
280	34	Aflatoxin B1	3553
364	34	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3553
376	34	Lead	3553
77	35	ICG 001	8743
98	35	butyraldehyde	8743
105	35	cobaltous chloride	8743
152	35	Phenylmercuric Acetate	8743
162	35	methylmercuric chloride	8743
364	35	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	8743
376	35	Lead	8743
13	38	dicrotophos	9241
38	38	tris(1,3-dichloro-2-propyl)phosphate	9241
67	38	Methyl Methanesulfonate	9241
77	38	ICG 001	9241
105	38	cobaltous chloride	9241
130	38	Arsenic Trioxide	9241
172	38	Silicon Dioxide	9241
176	38	Tetrachlorodibenzodioxin	9241
234	38	Arsenic	9241
238	38	potassium chromate(VI)	9241
280	38	Aflatoxin B1	9241
364	38	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	9241
13	42	dicrotophos	183
67	42	Methyl Methanesulfonate	183
105	42	cobaltous chloride	183
130	42	Arsenic Trioxide	183
152	42	Phenylmercuric Acetate	183
162	42	methylmercuric chloride	183
234	42	Arsenic	183
238	42	potassium chromate(VI)	183
364	42	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	183
13	44	dicrotophos	54658
38	44	tris(1,3-dichloro-2-propyl)phosphate	54658
67	44	Methyl Methanesulfonate	54658
77	44	ICG 001	54658
98	44	butyraldehyde	54658
105	44	cobaltous chloride	54658
130	44	Arsenic Trioxide	54658
152	44	Phenylmercuric Acetate	54658
157	44	Nickel	54658
162	44	methylmercuric chloride	54658
172	44	Silicon Dioxide	54658
238	44	potassium chromate(VI)	54658
364	44	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	54658
376	44	Lead	54658
385	44	sodium arsenite	54658
13	45	dicrotophos	5055
38	45	tris(1,3-dichloro-2-propyl)phosphate	5055
67	45	Methyl Methanesulfonate	5055
77	45	ICG 001	5055
98	45	butyraldehyde	5055
105	45	cobaltous chloride	5055
162	45	methylmercuric chloride	5055
234	45	Arsenic	5055
238	45	potassium chromate(VI)	5055
376	45	Lead	5055
13	50	dicrotophos	10498
38	50	tris(1,3-dichloro-2-propyl)phosphate	10498
77	50	ICG 001	10498
98	50	butyraldehyde	10498
152	50	Phenylmercuric Acetate	10498
157	50	Nickel	10498
172	50	Silicon Dioxide	10498
176	50	Tetrachlorodibenzodioxin	10498
234	50	Arsenic	10498
238	50	potassium chromate(VI)	10498
280	50	Aflatoxin B1	10498
364	50	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	10498
382	50	Benzo(a)pyrene	10498
384	50	abrine	10498
13	51	dicrotophos	5300
38	51	tris(1,3-dichloro-2-propyl)phosphate	5300
67	51	Methyl Methanesulfonate	5300
77	51	ICG 001	5300
98	51	butyraldehyde	5300
105	51	cobaltous chloride	5300
152	51	Phenylmercuric Acetate	5300
157	51	Nickel	5300
162	51	methylmercuric chloride	5300
172	51	Silicon Dioxide	5300
176	51	Tetrachlorodibenzodioxin	5300
234	51	Arsenic	5300
238	51	potassium chromate(VI)	5300
280	51	Aflatoxin B1	5300
364	51	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	5300
376	51	Lead	5300
382	51	Benzo(a)pyrene	5300
384	51	abrine	5300
385	51	sodium arsenite	5300
67	53	Methyl Methanesulfonate	3297
77	53	ICG 001	3297
98	53	butyraldehyde	3297
152	53	Phenylmercuric Acetate	3297
157	53	Nickel	3297
162	53	methylmercuric chloride	3297
172	53	Silicon Dioxide	3297
234	53	Arsenic	3297
238	53	potassium chromate(VI)	3297
364	53	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3297
376	53	Lead	3297
13	59	dicrotophos	4353
38	59	tris(1,3-dichloro-2-propyl)phosphate	4353
67	59	Methyl Methanesulfonate	4353
77	59	ICG 001	4353
98	59	butyraldehyde	4353
105	59	cobaltous chloride	4353
152	59	Phenylmercuric Acetate	4353
157	59	Nickel	4353
162	59	methylmercuric chloride	4353
172	59	Silicon Dioxide	4353
176	59	Tetrachlorodibenzodioxin	4353
238	59	potassium chromate(VI)	4353
364	59	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	4353
376	59	Lead	4353
384	59	abrine	4353
385	59	sodium arsenite	4353
13	60	dicrotophos	3630
38	60	tris(1,3-dichloro-2-propyl)phosphate	3630
67	60	Methyl Methanesulfonate	3630
77	60	ICG 001	3630
98	60	butyraldehyde	3630
105	60	cobaltous chloride	3630
130	60	Arsenic Trioxide	3630
152	60	Phenylmercuric Acetate	3630
157	60	Nickel	3630
162	60	methylmercuric chloride	3630
172	60	Silicon Dioxide	3630
176	60	Tetrachlorodibenzodioxin	3630
234	60	Arsenic	3630
238	60	potassium chromate(VI)	3630
280	60	Aflatoxin B1	3630
364	60	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3630
376	60	Lead	3630
382	60	Benzo(a)pyrene	3630
384	60	abrine	3630
13	62	dicrotophos	240
38	62	tris(1,3-dichloro-2-propyl)phosphate	240
67	62	Methyl Methanesulfonate	240
77	62	ICG 001	240
105	62	cobaltous chloride	240
130	62	Arsenic Trioxide	240
152	62	Phenylmercuric Acetate	240
176	62	Tetrachlorodibenzodioxin	240
238	62	potassium chromate(VI)	240
364	62	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	240
376	62	Lead	240
384	62	abrine	240
13	65	dicrotophos	6720
77	65	ICG 001	6720
98	65	butyraldehyde	6720
152	65	Phenylmercuric Acetate	6720
157	65	Nickel	6720
162	65	methylmercuric chloride	6720
172	65	Silicon Dioxide	6720
234	65	Arsenic	6720
238	65	potassium chromate(VI)	6720
364	65	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6720
376	65	Lead	6720
384	65	abrine	6720
13	66	dicrotophos	4780
38	66	tris(1,3-dichloro-2-propyl)phosphate	4780
67	66	Methyl Methanesulfonate	4780
98	66	butyraldehyde	4780
157	66	Nickel	4780
238	66	potassium chromate(VI)	4780
364	66	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	4780
38	68	tris(1,3-dichloro-2-propyl)phosphate	7421
67	68	Methyl Methanesulfonate	7421
77	68	ICG 001	7421
105	68	cobaltous chloride	7421
130	68	Arsenic Trioxide	7421
152	68	Phenylmercuric Acetate	7421
162	68	methylmercuric chloride	7421
234	68	Arsenic	7421
364	68	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	7421
13	73	dicrotophos	9970
38	73	tris(1,3-dichloro-2-propyl)phosphate	9970
67	73	Methyl Methanesulfonate	9970
77	73	ICG 001	9970
98	73	butyraldehyde	9970
105	73	cobaltous chloride	9970
130	73	Arsenic Trioxide	9970
152	73	Phenylmercuric Acetate	9970
157	73	Nickel	9970
162	73	methylmercuric chloride	9970
172	73	Silicon Dioxide	9970
176	73	Tetrachlorodibenzodioxin	9970
234	73	Arsenic	9970
238	73	potassium chromate(VI)	9970
364	73	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	9970
376	73	Lead	9970
384	73	abrine	9970
13	75	dicrotophos	114548
38	75	tris(1,3-dichloro-2-propyl)phosphate	114548
67	75	Methyl Methanesulfonate	114548
77	75	ICG 001	114548
105	75	cobaltous chloride	114548
152	75	Phenylmercuric Acetate	114548
162	75	methylmercuric chloride	114548
176	75	Tetrachlorodibenzodioxin	114548
238	75	potassium chromate(VI)	114548
364	75	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	114548
376	75	Lead	114548
382	75	Benzo(a)pyrene	114548
384	75	abrine	114548
385	75	sodium arsenite	114548
13	77	dicrotophos	2879
38	77	tris(1,3-dichloro-2-propyl)phosphate	2879
67	77	Methyl Methanesulfonate	2879
77	77	ICG 001	2879
98	77	butyraldehyde	2879
152	77	Phenylmercuric Acetate	2879
157	77	Nickel	2879
162	77	methylmercuric chloride	2879
172	77	Silicon Dioxide	2879
176	77	Tetrachlorodibenzodioxin	2879
234	77	Arsenic	2879
238	77	potassium chromate(VI)	2879
280	77	Aflatoxin B1	2879
376	77	Lead	2879
382	77	Benzo(a)pyrene	2879
384	77	abrine	2879
13	79	dicrotophos	3309
67	79	Methyl Methanesulfonate	3309
98	79	butyraldehyde	3309
105	79	cobaltous chloride	3309
152	79	Phenylmercuric Acetate	3309
157	79	Nickel	3309
162	79	methylmercuric chloride	3309
238	79	potassium chromate(VI)	3309
364	79	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3309
38	83	tris(1,3-dichloro-2-propyl)phosphate	4363
67	83	Methyl Methanesulfonate	4363
105	83	cobaltous chloride	4363
152	83	Phenylmercuric Acetate	4363
162	83	methylmercuric chloride	4363
172	83	Silicon Dioxide	4363
176	83	Tetrachlorodibenzodioxin	4363
238	83	potassium chromate(VI)	4363
376	83	Lead	4363
67	85	Methyl Methanesulfonate	9971
77	85	ICG 001	9971
105	85	cobaltous chloride	9971
130	85	Arsenic Trioxide	9971
152	85	Phenylmercuric Acetate	9971
157	85	Nickel	9971
234	85	Arsenic	9971
238	85	potassium chromate(VI)	9971
364	85	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	9971
376	85	Lead	9971
384	85	abrine	9971
13	90	dicrotophos	3091
38	90	tris(1,3-dichloro-2-propyl)phosphate	3091
98	90	butyraldehyde	3091
152	90	Phenylmercuric Acetate	3091
162	90	methylmercuric chloride	3091
172	90	Silicon Dioxide	3091
364	90	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3091
376	90	Lead	3091
384	90	abrine	3091
13	94	dicrotophos	54480
67	94	Methyl Methanesulfonate	54480
77	94	ICG 001	54480
98	94	butyraldehyde	54480
130	94	Arsenic Trioxide	54480
152	94	Phenylmercuric Acetate	54480
157	94	Nickel	54480
162	94	methylmercuric chloride	54480
172	94	Silicon Dioxide	54480
176	94	Tetrachlorodibenzodioxin	54480
234	94	Arsenic	54480
238	94	potassium chromate(VI)	54480
280	94	Aflatoxin B1	54480
364	94	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	54480
376	94	Lead	54480
382	94	Benzo(a)pyrene	54480
384	94	abrine	54480
385	94	sodium arsenite	54480
13	96	dicrotophos	64127
38	96	tris(1,3-dichloro-2-propyl)phosphate	64127
67	96	Methyl Methanesulfonate	64127
77	96	ICG 001	64127
105	96	cobaltous chloride	64127
130	96	Arsenic Trioxide	64127
152	96	Phenylmercuric Acetate	64127
162	96	methylmercuric chloride	64127
172	96	Silicon Dioxide	64127
176	96	Tetrachlorodibenzodioxin	64127
238	96	potassium chromate(VI)	64127
364	96	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	64127
376	96	Lead	64127
382	96	Benzo(a)pyrene	64127
385	96	sodium arsenite	64127
98	98	butyraldehyde	2034
130	98	Arsenic Trioxide	2034
157	98	Nickel	2034
162	98	methylmercuric chloride	2034
176	98	Tetrachlorodibenzodioxin	2034
234	98	Arsenic	2034
238	98	potassium chromate(VI)	2034
376	98	Lead	2034
384	98	abrine	2034
13	103	dicrotophos	7296
38	103	tris(1,3-dichloro-2-propyl)phosphate	7296
67	103	Methyl Methanesulfonate	7296
98	103	butyraldehyde	7296
157	103	Nickel	7296
238	103	potassium chromate(VI)	7296
376	103	Lead	7296
13	106	dicrotophos	1553
38	106	tris(1,3-dichloro-2-propyl)phosphate	1553
67	106	Methyl Methanesulfonate	1553
77	106	ICG 001	1553
98	106	butyraldehyde	1553
105	106	cobaltous chloride	1553
130	106	Arsenic Trioxide	1553
152	106	Phenylmercuric Acetate	1553
157	106	Nickel	1553
162	106	methylmercuric chloride	1553
172	106	Silicon Dioxide	1553
234	106	Arsenic	1553
238	106	potassium chromate(VI)	1553
364	106	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1553
376	106	Lead	1553
384	106	abrine	1553
385	106	sodium arsenite	1553
13	108	dicrotophos	1906
67	108	Methyl Methanesulfonate	1906
98	108	butyraldehyde	1906
176	108	Tetrachlorodibenzodioxin	1906
234	108	Arsenic	1906
376	108	Lead	1906
384	108	abrine	1906
13	111	dicrotophos	10413
38	111	tris(1,3-dichloro-2-propyl)phosphate	10413
67	111	Methyl Methanesulfonate	10413
77	111	ICG 001	10413
98	111	butyraldehyde	10413
105	111	cobaltous chloride	10413
130	111	Arsenic Trioxide	10413
157	111	Nickel	10413
172	111	Silicon Dioxide	10413
234	111	Arsenic	10413
238	111	potassium chromate(VI)	10413
376	111	Lead	10413
384	111	abrine	10413
67	114	Methyl Methanesulfonate	1591
98	114	butyraldehyde	1591
152	114	Phenylmercuric Acetate	1591
162	114	methylmercuric chloride	1591
234	114	Arsenic	1591
238	114	potassium chromate(VI)	1591
376	114	Lead	1591
13	115	dicrotophos	1555
67	115	Methyl Methanesulfonate	1555
77	115	ICG 001	1555
98	115	butyraldehyde	1555
105	115	cobaltous chloride	1555
130	115	Arsenic Trioxide	1555
152	115	Phenylmercuric Acetate	1555
157	115	Nickel	1555
162	115	methylmercuric chloride	1555
172	115	Silicon Dioxide	1555
234	115	Arsenic	1555
238	115	potassium chromate(VI)	1555
376	115	Lead	1555
384	115	abrine	1555
38	117	tris(1,3-dichloro-2-propyl)phosphate	213
67	117	Methyl Methanesulfonate	213
77	117	ICG 001	213
98	117	butyraldehyde	213
105	117	cobaltous chloride	213
152	117	Phenylmercuric Acetate	213
234	117	Arsenic	213
238	117	potassium chromate(VI)	213
280	117	Aflatoxin B1	213
384	117	abrine	213
13	119	dicrotophos	1571
38	119	tris(1,3-dichloro-2-propyl)phosphate	1571
67	119	Methyl Methanesulfonate	1571
77	119	ICG 001	1571
98	119	butyraldehyde	1571
105	119	cobaltous chloride	1571
152	119	Phenylmercuric Acetate	1571
157	119	Nickel	1571
162	119	methylmercuric chloride	1571
172	119	Silicon Dioxide	1571
238	119	potassium chromate(VI)	1571
364	119	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1571
376	119	Lead	1571
67	123	Methyl Methanesulfonate	596
77	123	ICG 001	596
152	123	Phenylmercuric Acetate	596
238	123	potassium chromate(VI)	596
384	123	abrine	596
67	127	Methyl Methanesulfonate	1386
77	127	ICG 001	1386
98	127	butyraldehyde	1386
152	127	Phenylmercuric Acetate	1386
157	127	Nickel	1386
162	127	methylmercuric chloride	1386
172	127	Silicon Dioxide	1386
238	127	potassium chromate(VI)	1386
384	127	abrine	1386
13	133	dicrotophos	598
67	133	Methyl Methanesulfonate	598
98	133	butyraldehyde	598
105	133	cobaltous chloride	598
157	133	Nickel	598
162	133	methylmercuric chloride	598
172	133	Silicon Dioxide	598
238	133	potassium chromate(VI)	598
376	133	Lead	598
384	133	abrine	598
38	134	tris(1,3-dichloro-2-propyl)phosphate	2033
67	134	Methyl Methanesulfonate	2033
77	134	ICG 001	2033
152	134	Phenylmercuric Acetate	2033
157	134	Nickel	2033
162	134	methylmercuric chloride	2033
234	134	Arsenic	2033
238	134	potassium chromate(VI)	2033
280	134	Aflatoxin B1	2033
364	134	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	2033
376	134	Lead	2033
382	134	Benzo(a)pyrene	2033
13	139	dicrotophos	3665
77	139	ICG 001	3665
98	139	butyraldehyde	3665
105	139	cobaltous chloride	3665
130	139	Arsenic Trioxide	3665
152	139	Phenylmercuric Acetate	3665
162	139	methylmercuric chloride	3665
172	139	Silicon Dioxide	3665
238	139	potassium chromate(VI)	3665
376	139	Lead	3665
385	139	sodium arsenite	3665
13	142	dicrotophos	407015
38	142	tris(1,3-dichloro-2-propyl)phosphate	407015
67	142	Methyl Methanesulfonate	407015
77	142	ICG 001	407015
98	142	butyraldehyde	407015
105	142	cobaltous chloride	407015
130	142	Arsenic Trioxide	407015
152	142	Phenylmercuric Acetate	407015
157	142	Nickel	407015
162	142	methylmercuric chloride	407015
172	142	Silicon Dioxide	407015
176	142	Tetrachlorodibenzodioxin	407015
234	142	Arsenic	407015
238	142	potassium chromate(VI)	407015
280	142	Aflatoxin B1	407015
364	142	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	407015
376	142	Lead	407015
382	142	Benzo(a)pyrene	407015
384	142	abrine	407015
385	142	sodium arsenite	407015
38	146	tris(1,3-dichloro-2-propyl)phosphate	5728
77	146	ICG 001	5728
98	146	butyraldehyde	5728
152	146	Phenylmercuric Acetate	5728
157	146	Nickel	5728
238	146	potassium chromate(VI)	5728
384	146	abrine	5728
13	147	dicrotophos	356
38	147	tris(1,3-dichloro-2-propyl)phosphate	356
67	147	Methyl Methanesulfonate	356
77	147	ICG 001	356
98	147	butyraldehyde	356
152	147	Phenylmercuric Acetate	356
162	147	methylmercuric chloride	356
172	147	Silicon Dioxide	356
238	147	potassium chromate(VI)	356
280	147	Aflatoxin B1	356
364	147	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	356
376	147	Lead	356
13	149	dicrotophos	23643
77	149	ICG 001	23643
157	149	Nickel	23643
162	149	methylmercuric chloride	23643
176	149	Tetrachlorodibenzodioxin	23643
234	149	Arsenic	23643
238	149	potassium chromate(VI)	23643
364	149	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	23643
376	149	Lead	23643
38	156	tris(1,3-dichloro-2-propyl)phosphate	901
77	156	ICG 001	901
234	156	Arsenic	901
238	156	potassium chromate(VI)	901
376	156	Lead	901
384	156	abrine	901
13	161	dicrotophos	8505
38	161	tris(1,3-dichloro-2-propyl)phosphate	8505
67	161	Methyl Methanesulfonate	8505
77	161	ICG 001	8505
98	161	butyraldehyde	8505
105	161	cobaltous chloride	8505
130	161	Arsenic Trioxide	8505
152	161	Phenylmercuric Acetate	8505
172	161	Silicon Dioxide	8505
176	161	Tetrachlorodibenzodioxin	8505
234	161	Arsenic	8505
376	161	Lead	8505
384	161	abrine	8505
385	161	sodium arsenite	8505
38	164	tris(1,3-dichloro-2-propyl)phosphate	3383
67	164	Methyl Methanesulfonate	3383
152	164	Phenylmercuric Acetate	3383
238	164	potassium chromate(VI)	3383
376	164	Lead	3383
13	166	dicrotophos	5594
38	166	tris(1,3-dichloro-2-propyl)phosphate	5594
98	166	butyraldehyde	5594
152	166	Phenylmercuric Acetate	5594
162	166	methylmercuric chloride	5594
384	166	abrine	5594
13	169	dicrotophos	406
38	169	tris(1,3-dichloro-2-propyl)phosphate	406
67	169	Methyl Methanesulfonate	406
77	169	ICG 001	406
98	169	butyraldehyde	406
105	169	cobaltous chloride	406
130	169	Arsenic Trioxide	406
152	169	Phenylmercuric Acetate	406
157	169	Nickel	406
162	169	methylmercuric chloride	406
172	169	Silicon Dioxide	406
176	169	Tetrachlorodibenzodioxin	406
385	169	sodium arsenite	406
13	172	dicrotophos	7422
67	172	Methyl Methanesulfonate	7422
77	172	ICG 001	7422
152	172	Phenylmercuric Acetate	7422
280	172	Aflatoxin B1	7422
364	172	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	7422
13	173	dicrotophos	5465
67	173	Methyl Methanesulfonate	5465
77	173	ICG 001	5465
157	173	Nickel	5465
162	173	methylmercuric chloride	5465
176	173	Tetrachlorodibenzodioxin	5465
238	173	potassium chromate(VI)	5465
364	173	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	5465
376	173	Lead	5465
385	173	sodium arsenite	5465
13	174	dicrotophos	100500846
38	174	tris(1,3-dichloro-2-propyl)phosphate	100500846
67	174	Methyl Methanesulfonate	100500846
77	174	ICG 001	100500846
98	174	butyraldehyde	100500846
105	174	cobaltous chloride	100500846
130	174	Arsenic Trioxide	100500846
152	174	Phenylmercuric Acetate	100500846
157	174	Nickel	100500846
162	174	methylmercuric chloride	100500846
172	174	Silicon Dioxide	100500846
176	174	Tetrachlorodibenzodioxin	100500846
234	174	Arsenic	100500846
238	174	potassium chromate(VI)	100500846
280	174	Aflatoxin B1	100500846
364	174	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	100500846
376	174	Lead	100500846
382	174	Benzo(a)pyrene	100500846
384	174	abrine	100500846
385	174	sodium arsenite	100500846
67	175	Methyl Methanesulfonate	836
77	175	ICG 001	836
98	175	butyraldehyde	836
13	176	dicrotophos	2488
38	176	tris(1,3-dichloro-2-propyl)phosphate	2488
67	176	Methyl Methanesulfonate	2488
77	176	ICG 001	2488
98	176	butyraldehyde	2488
105	176	cobaltous chloride	2488
130	176	Arsenic Trioxide	2488
152	176	Phenylmercuric Acetate	2488
157	176	Nickel	2488
162	176	methylmercuric chloride	2488
172	176	Silicon Dioxide	2488
176	176	Tetrachlorodibenzodioxin	2488
234	176	Arsenic	2488
238	176	potassium chromate(VI)	2488
280	176	Aflatoxin B1	2488
364	176	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	2488
384	176	abrine	2488
13	178	dicrotophos	8678
67	178	Methyl Methanesulfonate	8678
77	178	ICG 001	8678
98	178	butyraldehyde	8678
152	178	Phenylmercuric Acetate	8678
157	178	Nickel	8678
162	178	methylmercuric chloride	8678
172	178	Silicon Dioxide	8678
176	178	Tetrachlorodibenzodioxin	8678
238	178	potassium chromate(VI)	8678
280	178	Aflatoxin B1	8678
364	178	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	8678
376	178	Lead	8678
384	178	abrine	8678
38	179	tris(1,3-dichloro-2-propyl)phosphate	1544
67	179	Methyl Methanesulfonate	1544
77	179	ICG 001	1544
