chem_index	gene_index	chemName	geneid
144	44	Arsenic Trioxide	57491
149	44	Silicon Dioxide	57491
150	44	potassium chromate(VI)	57491
178	44	Lead	57491
187	44	sodium arsenite	57491
9	45	methylmercuric chloride	7364
17	45	Arsenic	7364
23	45	Nickel	7364
59	45	butyraldehyde	7364
65	45	cobaltous chloride	7364
73	45	ICG 001	7364
121	45	tris(1,3-dichloro-2-propyl)phosphate	7364
129	45	Methyl Methanesulfonate	7364
141	45	Phenylmercuric Acetate	7364
144	45	Arsenic Trioxide	7364
150	45	potassium chromate(VI)	7364
166	45	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	7364
178	45	Lead	7364
186	45	abrine	7364
9	49	methylmercuric chloride	407015
10	49	Aflatoxin B1	407015
17	49	Arsenic	407015
23	49	Nickel	407015
55	49	Tetrachlorodibenzodioxin	407015
59	49	butyraldehyde	407015
65	49	cobaltous chloride	407015
73	49	ICG 001	407015
98	49	dicrotophos	407015
121	49	tris(1,3-dichloro-2-propyl)phosphate	407015
129	49	Methyl Methanesulfonate	407015
141	49	Phenylmercuric Acetate	407015
144	49	Arsenic Trioxide	407015
149	49	Silicon Dioxide	407015
150	49	potassium chromate(VI)	407015
166	49	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	407015
178	49	Lead	407015
185	49	Benzo(a)pyrene	407015
186	49	abrine	407015
187	49	sodium arsenite	407015
9	52	methylmercuric chloride	3630
10	52	Aflatoxin B1	3630
17	52	Arsenic	3630
23	52	Nickel	3630
55	52	Tetrachlorodibenzodioxin	3630
59	52	butyraldehyde	3630
65	52	cobaltous chloride	3630
73	52	ICG 001	3630
98	52	dicrotophos	3630
121	52	tris(1,3-dichloro-2-propyl)phosphate	3630
129	52	Methyl Methanesulfonate	3630
141	52	Phenylmercuric Acetate	3630
144	52	Arsenic Trioxide	3630
149	52	Silicon Dioxide	3630
150	52	potassium chromate(VI)	3630
166	52	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3630
178	52	Lead	3630
185	52	Benzo(a)pyrene	3630
186	52	abrine	3630
9	54	methylmercuric chloride	2034
17	54	Arsenic	2034
23	54	Nickel	2034
55	54	Tetrachlorodibenzodioxin	2034
59	54	butyraldehyde	2034
144	54	Arsenic Trioxide	2034
150	54	potassium chromate(VI)	2034
178	54	Lead	2034
186	54	abrine	2034
9	55	methylmercuric chloride	5617
10	55	Aflatoxin B1	5617
23	55	Nickel	5617
55	55	Tetrachlorodibenzodioxin	5617
59	55	butyraldehyde	5617
65	55	cobaltous chloride	5617
73	55	ICG 001	5617
98	55	dicrotophos	5617
121	55	tris(1,3-dichloro-2-propyl)phosphate	5617
129	55	Methyl Methanesulfonate	5617
141	55	Phenylmercuric Acetate	5617
144	55	Arsenic Trioxide	5617
149	55	Silicon Dioxide	5617
150	55	potassium chromate(VI)	5617
166	55	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	5617
185	55	Benzo(a)pyrene	5617
186	55	abrine	5617
9	58	methylmercuric chloride	406
23	58	Nickel	406
55	58	Tetrachlorodibenzodioxin	406
59	58	butyraldehyde	406
65	58	cobaltous chloride	406
73	58	ICG 001	406
98	58	dicrotophos	406
121	58	tris(1,3-dichloro-2-propyl)phosphate	406
129	58	Methyl Methanesulfonate	406
141	58	Phenylmercuric Acetate	406
144	58	Arsenic Trioxide	406
149	58	Silicon Dioxide	406
187	58	sodium arsenite	406
9	61	methylmercuric chloride	1591
17	61	Arsenic	1591
59	61	butyraldehyde	1591
129	61	Methyl Methanesulfonate	1591
141	61	Phenylmercuric Acetate	1591
150	61	potassium chromate(VI)	1591
178	61	Lead	1591
9	63	methylmercuric chloride	5241
10	63	Aflatoxin B1	5241
59	63	butyraldehyde	5241
73	63	ICG 001	5241
98	63	dicrotophos	5241
129	63	Methyl Methanesulfonate	5241
141	63	Phenylmercuric Acetate	5241
144	63	Arsenic Trioxide	5241
149	63	Silicon Dioxide	5241
150	63	potassium chromate(VI)	5241
166	63	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	5241
178	63	Lead	5241
186	63	abrine	5241
9	66	methylmercuric chloride	23643
17	66	Arsenic	23643
23	66	Nickel	23643
55	66	Tetrachlorodibenzodioxin	23643
73	66	ICG 001	23643
98	66	dicrotophos	23643
150	66	potassium chromate(VI)	23643
166	66	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	23643
178	66	Lead	23643
9	67	methylmercuric chloride	8743
59	67	butyraldehyde	8743
65	67	cobaltous chloride	8743
73	67	ICG 001	8743
141	67	Phenylmercuric Acetate	8743
166	67	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	8743
178	67	Lead	8743
9	69	methylmercuric chloride	7040
10	69	Aflatoxin B1	7040
59	69	butyraldehyde	7040
73	69	ICG 001	7040
121	69	tris(1,3-dichloro-2-propyl)phosphate	7040
166	69	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	7040
178	69	Lead	7040
186	69	abrine	7040
9	71	methylmercuric chloride	7421
17	71	Arsenic	7421
65	71	cobaltous chloride	7421
73	71	ICG 001	7421
121	71	tris(1,3-dichloro-2-propyl)phosphate	7421
129	71	Methyl Methanesulfonate	7421
141	71	Phenylmercuric Acetate	7421
144	71	Arsenic Trioxide	7421
166	71	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	7421
9	73	methylmercuric chloride	1555
17	73	Arsenic	1555
23	73	Nickel	1555
59	73	butyraldehyde	1555
65	73	cobaltous chloride	1555
73	73	ICG 001	1555
98	73	dicrotophos	1555
129	73	Methyl Methanesulfonate	1555
141	73	Phenylmercuric Acetate	1555
144	73	Arsenic Trioxide	1555
149	73	Silicon Dioxide	1555
150	73	potassium chromate(VI)	1555
178	73	Lead	1555
186	73	abrine	1555
9	77	methylmercuric chloride	3479
59	77	butyraldehyde	3479
73	77	ICG 001	3479
98	77	dicrotophos	3479
141	77	Phenylmercuric Acetate	3479
149	77	Silicon Dioxide	3479
150	77	potassium chromate(VI)	3479
166	77	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3479
186	77	abrine	3479
9	79	methylmercuric chloride	6622
10	79	Aflatoxin B1	6622
55	79	Tetrachlorodibenzodioxin	6622
73	79	ICG 001	6622
98	79	dicrotophos	6622
121	79	tris(1,3-dichloro-2-propyl)phosphate	6622
129	79	Methyl Methanesulfonate	6622
141	79	Phenylmercuric Acetate	6622
150	79	potassium chromate(VI)	6622
166	79	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6622
9	84	methylmercuric chloride	122706
10	84	Aflatoxin B1	122706
17	84	Arsenic	122706
23	84	Nickel	122706
55	84	Tetrachlorodibenzodioxin	122706
59	84	butyraldehyde	122706
65	84	cobaltous chloride	122706
73	84	ICG 001	122706
98	84	dicrotophos	122706
121	84	tris(1,3-dichloro-2-propyl)phosphate	122706
129	84	Methyl Methanesulfonate	122706
141	84	Phenylmercuric Acetate	122706
144	84	Arsenic Trioxide	122706
149	84	Silicon Dioxide	122706
150	84	potassium chromate(VI)	122706
166	84	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	122706
178	84	Lead	122706
185	84	Benzo(a)pyrene	122706
186	84	abrine	122706
187	84	sodium arsenite	122706
9	86	methylmercuric chloride	57412
55	86	Tetrachlorodibenzodioxin	57412
65	86	cobaltous chloride	57412
73	86	ICG 001	57412
98	86	dicrotophos	57412
129	86	Methyl Methanesulfonate	57412
150	86	potassium chromate(VI)	57412
166	86	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	57412
178	86	Lead	57412
185	86	Benzo(a)pyrene	57412
9	87	methylmercuric chloride	574444
10	87	Aflatoxin B1	574444
17	87	Arsenic	574444
23	87	Nickel	574444
55	87	Tetrachlorodibenzodioxin	574444
59	87	butyraldehyde	574444
65	87	cobaltous chloride	574444
73	87	ICG 001	574444
98	87	dicrotophos	574444
121	87	tris(1,3-dichloro-2-propyl)phosphate	574444
129	87	Methyl Methanesulfonate	574444
141	87	Phenylmercuric Acetate	574444
149	87	Silicon Dioxide	574444
150	87	potassium chromate(VI)	574444
166	87	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	574444
178	87	Lead	574444
185	87	Benzo(a)pyrene	574444
186	87	abrine	574444
187	87	sodium arsenite	574444
9	90	methylmercuric chloride	406947
10	90	Aflatoxin B1	406947
17	90	Arsenic	406947
23	90	Nickel	406947
55	90	Tetrachlorodibenzodioxin	406947
59	90	butyraldehyde	406947
65	90	cobaltous chloride	406947
73	90	ICG 001	406947
98	90	dicrotophos	406947
121	90	tris(1,3-dichloro-2-propyl)phosphate	406947
129	90	Methyl Methanesulfonate	406947
141	90	Phenylmercuric Acetate	406947
149	90	Silicon Dioxide	406947
150	90	potassium chromate(VI)	406947
178	90	Lead	406947
185	90	Benzo(a)pyrene	406947
186	90	abrine	406947
10	91	Aflatoxin B1	10498
17	91	Arsenic	10498
23	91	Nickel	10498
55	91	Tetrachlorodibenzodioxin	10498
59	91	butyraldehyde	10498
73	91	ICG 001	10498
98	91	dicrotophos	10498
121	91	tris(1,3-dichloro-2-propyl)phosphate	10498
141	91	Phenylmercuric Acetate	10498
149	91	Silicon Dioxide	10498
150	91	potassium chromate(VI)	10498
166	91	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	10498
185	91	Benzo(a)pyrene	10498
186	91	abrine	10498
9	92	methylmercuric chloride	7209529
10	92	Aflatoxin B1	7209529
17	92	Arsenic	7209529
23	92	Nickel	7209529
55	92	Tetrachlorodibenzodioxin	7209529
59	92	butyraldehyde	7209529
65	92	cobaltous chloride	7209529
73	92	ICG 001	7209529
98	92	dicrotophos	7209529
121	92	tris(1,3-dichloro-2-propyl)phosphate	7209529
129	92	Methyl Methanesulfonate	7209529
141	92	Phenylmercuric Acetate	7209529
144	92	Arsenic Trioxide	7209529
149	92	Silicon Dioxide	7209529
150	92	potassium chromate(VI)	7209529
166	92	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	7209529
178	92	Lead	7209529
185	92	Benzo(a)pyrene	7209529
186	92	abrine	7209529
187	92	sodium arsenite	7209529
9	93	methylmercuric chloride	7015
23	93	Nickel	7015
59	93	butyraldehyde	7015
65	93	cobaltous chloride	7015
73	93	ICG 001	7015
129	93	Methyl Methanesulfonate	7015
141	93	Phenylmercuric Acetate	7015
150	93	potassium chromate(VI)	7015
166	93	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	7015
178	93	Lead	7015
185	93	Benzo(a)pyrene	7015
186	93	abrine	7015
9	96	methylmercuric chloride	3043
17	96	Arsenic	3043
59	96	butyraldehyde	3043
65	96	cobaltous chloride	3043
73	96	ICG 001	3043
98	96	dicrotophos	3043
121	96	tris(1,3-dichloro-2-propyl)phosphate	3043
141	96	Phenylmercuric Acetate	3043
150	96	potassium chromate(VI)	3043
166	96	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3043
185	96	Benzo(a)pyrene	3043
9	98	methylmercuric chloride	8648
17	98	Arsenic	8648
23	98	Nickel	8648
65	98	cobaltous chloride	8648
98	98	dicrotophos	8648
129	98	Methyl Methanesulfonate	8648
141	98	Phenylmercuric Acetate	8648
144	98	Arsenic Trioxide	8648
149	98	Silicon Dioxide	8648
186	98	abrine	8648
187	98	sodium arsenite	8648
23	104	Nickel	6657
73	104	ICG 001	6657
98	104	dicrotophos	6657
121	104	tris(1,3-dichloro-2-propyl)phosphate	6657
129	104	Methyl Methanesulfonate	6657
150	104	potassium chromate(VI)	6657
166	104	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6657
178	104	Lead	6657
9	105	methylmercuric chloride	834
17	105	Arsenic	834
59	105	butyraldehyde	834
73	105	ICG 001	834
121	105	tris(1,3-dichloro-2-propyl)phosphate	834
141	105	Phenylmercuric Acetate	834
166	105	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	834
178	105	Lead	834
187	105	sodium arsenite	834
59	106	butyraldehyde	581
73	106	ICG 001	581
150	106	potassium chromate(VI)	581
186	106	abrine	581
23	107	Nickel	4780
59	107	butyraldehyde	4780
98	107	dicrotophos	4780
121	107	tris(1,3-dichloro-2-propyl)phosphate	4780
129	107	Methyl Methanesulfonate	4780
150	107	potassium chromate(VI)	4780
166	107	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	4780
73	109	ICG 001	2353
98	109	dicrotophos	2353
141	109	Phenylmercuric Acetate	2353
23	111	Nickel	1592
55	111	Tetrachlorodibenzodioxin	1592
65	111	cobaltous chloride	1592
73	111	ICG 001	1592
98	111	dicrotophos	1592
129	111	Methyl Methanesulfonate	1592
144	111	Arsenic Trioxide	1592
150	111	potassium chromate(VI)	1592
166	111	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	1592
178	111	Lead	1592
185	111	Benzo(a)pyrene	1592
9	112	methylmercuric chloride	9970
17	112	Arsenic	9970
23	112	Nickel	9970
55	112	Tetrachlorodibenzodioxin	9970
59	112	butyraldehyde	9970
65	112	cobaltous chloride	9970
73	112	ICG 001	9970
98	112	dicrotophos	9970
121	112	tris(1,3-dichloro-2-propyl)phosphate	9970
129	112	Methyl Methanesulfonate	9970
141	112	Phenylmercuric Acetate	9970
144	112	Arsenic Trioxide	9970
149	112	Silicon Dioxide	9970
150	112	potassium chromate(VI)	9970
166	112	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	9970
178	112	Lead	9970
186	112	abrine	9970
23	116	Nickel	1543
73	116	ICG 001	1543
129	116	Methyl Methanesulfonate	1543
141	116	Phenylmercuric Acetate	1543
150	116	potassium chromate(VI)	1543
65	117	cobaltous chloride	3725
98	117	dicrotophos	3725
121	117	tris(1,3-dichloro-2-propyl)phosphate	3725
150	117	potassium chromate(VI)	3725
9	118	methylmercuric chloride	2100
10	118	Aflatoxin B1	2100
23	118	Nickel	2100
65	118	cobaltous chloride	2100
73	118	ICG 001	2100
98	118	dicrotophos	2100
121	118	tris(1,3-dichloro-2-propyl)phosphate	2100
129	118	Methyl Methanesulfonate	2100
141	118	Phenylmercuric Acetate	2100
149	118	Silicon Dioxide	2100
150	118	potassium chromate(VI)	2100
166	118	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	2100
178	118	Lead	2100
185	118	Benzo(a)pyrene	2100
9	119	methylmercuric chloride	6564
17	119	Arsenic	6564
23	119	Nickel	6564
55	119	Tetrachlorodibenzodioxin	6564
59	119	butyraldehyde	6564
65	119	cobaltous chloride	6564
73	119	ICG 001	6564
98	119	dicrotophos	6564
121	119	tris(1,3-dichloro-2-propyl)phosphate	6564
129	119	Methyl Methanesulfonate	6564
141	119	Phenylmercuric Acetate	6564
149	119	Silicon Dioxide	6564
150	119	potassium chromate(VI)	6564
166	119	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	6564
178	119	Lead	6564
186	119	abrine	6564
187	119	sodium arsenite	6564
9	120	methylmercuric chloride	2033
10	120	Aflatoxin B1	2033
17	120	Arsenic	2033
23	120	Nickel	2033
73	120	ICG 001	2033
121	120	tris(1,3-dichloro-2-propyl)phosphate	2033
129	120	Methyl Methanesulfonate	2033
141	120	Phenylmercuric Acetate	2033
150	120	potassium chromate(VI)	2033
166	120	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	2033
178	120	Lead	2033
185	120	Benzo(a)pyrene	2033
9	124	methylmercuric chloride	6256
17	124	Arsenic	6256
23	124	Nickel	6256
65	124	cobaltous chloride	6256
73	124	ICG 001	6256
129	124	Methyl Methanesulfonate	6256
141	124	Phenylmercuric Acetate	6256
149	124	Silicon Dioxide	6256
150	124	potassium chromate(VI)	6256
178	124	Lead	6256
186	124	abrine	6256
9	125	methylmercuric chloride	3169
17	125	Arsenic	3169
23	125	Nickel	3169
65	125	cobaltous chloride	3169
73	125	ICG 001	3169
129	125	Methyl Methanesulfonate	3169
141	125	Phenylmercuric Acetate	3169
150	125	potassium chromate(VI)	3169
166	125	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3169
178	125	Lead	3169
186	125	abrine	3169
187	125	sodium arsenite	3169
9	126	methylmercuric chloride	1576
17	126	Arsenic	1576
59	126	butyraldehyde	1576
73	126	ICG 001	1576
98	126	dicrotophos	1576
121	126	tris(1,3-dichloro-2-propyl)phosphate	1576
129	126	Methyl Methanesulfonate	1576
141	126	Phenylmercuric Acetate	1576
150	126	potassium chromate(VI)	1576
186	126	abrine	1576
9	127	methylmercuric chloride	3145
10	127	Aflatoxin B1	3145
17	127	Arsenic	3145
55	127	Tetrachlorodibenzodioxin	3145
59	127	butyraldehyde	3145
73	127	ICG 001	3145
98	127	dicrotophos	3145
121	127	tris(1,3-dichloro-2-propyl)phosphate	3145
141	127	Phenylmercuric Acetate	3145
149	127	Silicon Dioxide	3145
150	127	potassium chromate(VI)	3145
166	127	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	3145
178	127	Lead	3145
186	127	abrine	3145
187	127	sodium arsenite	3145
73	128	ICG 001	596
129	128	Methyl Methanesulfonate	596
141	128	Phenylmercuric Acetate	596
150	128	potassium chromate(VI)	596
186	128	abrine	596
9	130	methylmercuric chloride	4312
10	130	Aflatoxin B1	4312
73	130	ICG 001	4312
98	130	dicrotophos	4312
121	130	tris(1,3-dichloro-2-propyl)phosphate	4312
129	130	Methyl Methanesulfonate	4312
141	130	Phenylmercuric Acetate	4312
178	130	Lead	4312
186	130	abrine	4312
9	132	methylmercuric chloride	2561
17	132	Arsenic	2561
55	132	Tetrachlorodibenzodioxin	2561
59	132	butyraldehyde	2561
65	132	cobaltous chloride	2561
73	132	ICG 001	2561
98	132	dicrotophos	2561
121	132	tris(1,3-dichloro-2-propyl)phosphate	2561
129	132	Methyl Methanesulfonate	2561
141	132	Phenylmercuric Acetate	2561
144	132	Arsenic Trioxide	2561
149	132	Silicon Dioxide	2561
150	132	potassium chromate(VI)	2561
166	132	7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide	2561
178	132	Lead	2561
185	132	Benzo(a)pyrene	2561
186	132	abrine	2561
187	132	sodium arsenite	2561
9	133	methylmercuric chloride	108589157
10	133	Aflatoxin B1	108589157
17	133	Arsenic	108589157
23	133	Nickel	108589157
55	133	Tetrachlorodibenzodioxin	108589157
59	133	butyraldehyde	108589157
65	133	cobaltous chloride	108589157
73	133	ICG 001	108589157
98	133	dicrotophos	108589157
121	133	tris(1,3-dichloro-2-propyl)phosphate	108589157
129	133	Methyl Methanesulfonate	108589157
